"","generation","treatment","day","broodsize","broodnum","cumulative","survival","replicate","offspring"
"3779","0","PS_2000",20,20,2,481,80,"19",NA
"3780","0","PS_2000",20,20,2,481,80,"20","X"
"3781","0","PS_2000",20,93,4,574,80,"1",NA
"3782","0","PS_2000",20,93,4,574,80,"2",NA
"3783","0","PS_2000",20,93,4,574,80,"3","12"
"3784","0","PS_2000",20,93,4,574,80,"4",NA
"3785","0","PS_2000",20,93,4,574,80,"5","21"
"3786","0","PS_2000",20,93,4,574,80,"6","19"
"3787","0","PS_2000",20,93,4,574,80,"7","17"
"3788","0","PS_2000",20,93,4,574,80,"8",NA
"3789","0","PS_2000",20,93,4,574,80,"9",NA
"3790","0","PS_2000",20,93,4,574,80,"10","X"
"3791","0","PS_2000",20,93,4,574,80,"11",NA
"3792","0","PS_2000",20,93,4,574,80,"12","X"
"3793","0","PS_2000",20,93,4,574,80,"13",NA
"3794","0","PS_2000",20,93,4,574,80,"14",NA
"3795","0","PS_2000",20,93,4,574,80,"15",NA
"3796","0","PS_2000",20,93,4,574,80,"16",NA
"3797","0","PS_2000",20,93,4,574,80,"17","X"
"3798","0","PS_2000",20,93,4,574,80,"18",NA
"3799","0","PS_2000",20,93,4,574,80,"19","24"
"3800","0","PS_2000",20,93,4,574,80,"20","X"
"3801","0","PS_2000",21,114,4,688,75,"1","12"
"3802","0","PS_2000",21,114,4,688,75,"2","15"
"3803","0","PS_2000",21,114,4,688,75,"3",NA
"3804","0","PS_2000",21,114,4,688,75,"4","18"
"3805","0","PS_2000",21,114,4,688,75,"5",NA
"3806","0","PS_2000",21,114,4,688,75,"6",NA
"3807","0","PS_2000",21,114,4,688,75,"7",NA
"3808","0","PS_2000",21,114,4,688,75,"8",NA
"3809","0","PS_2000",21,114,4,688,75,"9","18"
"3810","0","PS_2000",21,114,4,688,75,"10","X"
"3811","0","PS_2000",21,114,4,688,75,"11","20"
"3812","0","PS_2000",21,114,4,688,75,"12","X"
"3813","0","PS_2000",21,114,4,688,75,"13","15"
"3814","0","PS_2000",21,114,4,688,75,"14",NA
"3815","0","PS_2000",21,114,4,688,75,"15","X"
"3816","0","PS_2000",21,114,4,688,75,"16","16"
"3817","0","PS_2000",21,114,4,688,75,"17","X"
"3818","0","PS_2000",21,114,4,688,75,"18",NA
"3819","0","PS_2000",21,114,4,688,75,"19",NA
"3820","0","PS_2000",21,114,4,688,75,"20","X"
"3821","1","HFC",0,0,NA,0,100,"1",NA
"3822","1","HFC",0,0,NA,0,100,"2",NA
"3823","1","HFC",0,0,NA,0,100,"3",NA
"3824","1","HFC",0,0,NA,0,100,"4",NA
"3825","1","HFC",0,0,NA,0,100,"5",NA
"3826","1","HFC",0,0,NA,0,100,"6",NA
"3827","1","HFC",0,0,NA,0,100,"7",NA
"3828","1","HFC",0,0,NA,0,100,"8",NA
"3829","1","HFC",0,0,NA,0,100,"9",NA
"3830","1","HFC",0,0,NA,0,100,"10",NA
"3831","1","HFC",0,0,NA,0,100,"11",NA
"3832","1","HFC",0,0,NA,0,100,"12",NA
"3833","1","HFC",0,0,NA,0,100,"13",NA
"3834","1","HFC",0,0,NA,0,100,"14",NA
"3835","1","HFC",0,0,NA,0,100,"15",NA
"3836","1","HFC",0,0,NA,0,100,"16",NA
"3837","1","HFC",0,0,NA,0,100,"17",NA
"3838","1","HFC",0,0,NA,0,100,"18",NA
"3839","1","HFC",0,0,NA,0,100,"19",NA
"3840","1","HFC",0,0,NA,0,100,"20",NA
"3841","1","HFC",1,0,NA,0,100,"1",NA
"3842","1","HFC",1,0,NA,0,100,"2",NA
"3843","1","HFC",1,0,NA,0,100,"3",NA
"3844","1","HFC",1,0,NA,0,100,"4",NA
"3845","1","HFC",1,0,NA,0,100,"5",NA
"3846","1","HFC",1,0,NA,0,100,"6",NA
"3847","1","HFC",1,0,NA,0,100,"7",NA
"3848","1","HFC",1,0,NA,0,100,"8",NA
"3849","1","HFC",1,0,NA,0,100,"9",NA
"3850","1","HFC",1,0,NA,0,100,"10",NA
"3851","1","HFC",1,0,NA,0,100,"11",NA
"3852","1","HFC",1,0,NA,0,100,"12",NA
"3853","1","HFC",1,0,NA,0,100,"13",NA
"3854","1","HFC",1,0,NA,0,100,"14",NA
"3855","1","HFC",1,0,NA,0,100,"15",NA
"3856","1","HFC",1,0,NA,0,100,"16",NA
"3857","1","HFC",1,0,NA,0,100,"17",NA
"3858","1","HFC",1,0,NA,0,100,"18",NA
"3859","1","HFC",1,0,NA,0,100,"19",NA
"3860","1","HFC",1,0,NA,0,100,"20",NA
"3861","1","HFC",2,0,NA,0,100,"1",NA
"3862","1","HFC",2,0,NA,0,100,"2",NA
"3863","1","HFC",2,0,NA,0,100,"3",NA
"3864","1","HFC",2,0,NA,0,100,"4",NA
"3865","1","HFC",2,0,NA,0,100,"5",NA
"3866","1","HFC",2,0,NA,0,100,"6",NA
"3867","1","HFC",2,0,NA,0,100,"7",NA
"3868","1","HFC",2,0,NA,0,100,"8",NA
"3869","1","HFC",2,0,NA,0,100,"9",NA
"3870","1","HFC",2,0,NA,0,100,"10",NA
"3871","1","HFC",2,0,NA,0,100,"11",NA
"3872","1","HFC",2,0,NA,0,100,"12",NA
"3873","1","HFC",2,0,NA,0,100,"13",NA
"3874","1","HFC",2,0,NA,0,100,"14",NA
"3875","1","HFC",2,0,NA,0,100,"15",NA
"3876","1","HFC",2,0,NA,0,100,"16",NA
"3877","1","HFC",2,0,NA,0,100,"17",NA
"3878","1","HFC",2,0,NA,0,100,"18",NA
"3879","1","HFC",2,0,NA,0,100,"19",NA
"3880","1","HFC",2,0,NA,0,100,"20",NA
"3881","1","HFC",3,0,NA,0,100,"1",NA
"3882","1","HFC",3,0,NA,0,100,"2",NA
"3883","1","HFC",3,0,NA,0,100,"3",NA
"3884","1","HFC",3,0,NA,0,100,"4",NA
"3885","1","HFC",3,0,NA,0,100,"5",NA
"3886","1","HFC",3,0,NA,0,100,"6",NA
"3887","1","HFC",3,0,NA,0,100,"7",NA
"3888","1","HFC",3,0,NA,0,100,"8",NA
"3889","1","HFC",3,0,NA,0,100,"9",NA
"3890","1","HFC",3,0,NA,0,100,"10",NA
"3891","1","HFC",3,0,NA,0,100,"11",NA
"3892","1","HFC",3,0,NA,0,100,"12",NA
"3893","1","HFC",3,0,NA,0,100,"13",NA
"3894","1","HFC",3,0,NA,0,100,"14",NA
"3895","1","HFC",3,0,NA,0,100,"15",NA
"3896","1","HFC",3,0,NA,0,100,"16",NA
"3897","1","HFC",3,0,NA,0,100,"17",NA
"3898","1","HFC",3,0,NA,0,100,"18",NA
"3899","1","HFC",3,0,NA,0,100,"19",NA
"3900","1","HFC",3,0,NA,0,100,"20",NA
"3901","1","HFC",4,0,NA,0,95,"1",NA
"3902","1","HFC",4,0,NA,0,95,"2",NA
"3903","1","HFC",4,0,NA,0,95,"3",NA
"3904","1","HFC",4,0,NA,0,95,"4",NA
"3905","1","HFC",4,0,NA,0,95,"5",NA
"3906","1","HFC",4,0,NA,0,95,"6",NA
"3907","1","HFC",4,0,NA,0,95,"7",NA
"3908","1","HFC",4,0,NA,0,95,"8",NA
"3909","1","HFC",4,0,NA,0,95,"9",NA
"3910","1","HFC",4,0,NA,0,95,"10",NA
"3911","1","HFC",4,0,NA,0,95,"11","X"
"3912","1","HFC",4,0,NA,0,95,"12",NA
"3913","1","HFC",4,0,NA,0,95,"13",NA
"3914","1","HFC",4,0,NA,0,95,"14",NA
"3915","1","HFC",4,0,NA,0,95,"15",NA
"3916","1","HFC",4,0,NA,0,95,"16",NA
"3917","1","HFC",4,0,NA,0,95,"17",NA
"3918","1","HFC",4,0,NA,0,95,"18",NA
"3919","1","HFC",4,0,NA,0,95,"19",NA
"3920","1","HFC",4,0,NA,0,95,"20",NA
"3921","1","HFC",5,0,NA,0,95,"1",NA
"3922","1","HFC",5,0,NA,0,95,"2",NA
"3923","1","HFC",5,0,NA,0,95,"3",NA
"3924","1","HFC",5,0,NA,0,95,"4",NA
"3925","1","HFC",5,0,NA,0,95,"5",NA
"3926","1","HFC",5,0,NA,0,95,"6",NA
"3927","1","HFC",5,0,NA,0,95,"7",NA
"3928","1","HFC",5,0,NA,0,95,"8",NA
"3929","1","HFC",5,0,NA,0,95,"9",NA
"3930","1","HFC",5,0,NA,0,95,"10",NA
"3931","1","HFC",5,0,NA,0,95,"11","X"
"3932","1","HFC",5,0,NA,0,95,"12",NA
"3933","1","HFC",5,0,NA,0,95,"13",NA
"3934","1","HFC",5,0,NA,0,95,"14",NA
"3935","1","HFC",5,0,NA,0,95,"15",NA
"3936","1","HFC",5,0,NA,0,95,"16",NA
"3937","1","HFC",5,0,NA,0,95,"17",NA
"3938","1","HFC",5,0,NA,0,95,"18",NA
"3939","1","HFC",5,0,NA,0,95,"19",NA
"3940","1","HFC",5,0,NA,0,95,"20",NA
"3941","1","HFC",6,0,NA,0,95,"1",NA
"3942","1","HFC",6,0,NA,0,95,"2",NA
"3943","1","HFC",6,0,NA,0,95,"3",NA
"3944","1","HFC",6,0,NA,0,95,"4",NA
"3945","1","HFC",6,0,NA,0,95,"5",NA
"3946","1","HFC",6,0,NA,0,95,"6",NA
"3947","1","HFC",6,0,NA,0,95,"7",NA
"3948","1","HFC",6,0,NA,0,95,"8",NA
"3949","1","HFC",6,0,NA,0,95,"9",NA
"3950","1","HFC",6,0,NA,0,95,"10",NA
"3951","1","HFC",6,0,NA,0,95,"11","X"
"3952","1","HFC",6,0,NA,0,95,"12",NA
"3953","1","HFC",6,0,NA,0,95,"13",NA
"3954","1","HFC",6,0,NA,0,95,"14",NA
"3955","1","HFC",6,0,NA,0,95,"15",NA
"3956","1","HFC",6,0,NA,0,95,"16",NA
"3957","1","HFC",6,0,NA,0,95,"17",NA
"3958","1","HFC",6,0,NA,0,95,"18",NA
"3959","1","HFC",6,0,NA,0,95,"19",NA
"3960","1","HFC",6,0,NA,0,95,"20",NA
"3961","1","HFC",7,0,NA,0,95,"1",NA
"3962","1","HFC",7,0,NA,0,95,"2",NA
"3963","1","HFC",7,0,NA,0,95,"3",NA
"3964","1","HFC",7,0,NA,0,95,"4",NA
"3965","1","HFC",7,0,NA,0,95,"5",NA
"3966","1","HFC",7,0,NA,0,95,"6",NA
"3967","1","HFC",7,0,NA,0,95,"7",NA
"3968","1","HFC",7,0,NA,0,95,"8",NA
"3969","1","HFC",7,0,NA,0,95,"9",NA
"3970","1","HFC",7,0,NA,0,95,"10",NA
"3971","1","HFC",7,0,NA,0,95,"11","X"
"3972","1","HFC",7,0,NA,0,95,"12",NA
"3973","1","HFC",7,0,NA,0,95,"13",NA
"3974","1","HFC",7,0,NA,0,95,"14",NA
"3975","1","HFC",7,0,NA,0,95,"15",NA
"3976","1","HFC",7,0,NA,0,95,"16",NA
"3977","1","HFC",7,0,NA,0,95,"17",NA
"3978","1","HFC",7,0,NA,0,95,"18",NA
"3979","1","HFC",7,0,NA,0,95,"19",NA
"3980","1","HFC",7,0,NA,0,95,"20",NA
"3981","1","HFC",8,0,NA,0,95,"1",NA
"3982","1","HFC",8,0,NA,0,95,"2",NA
"3983","1","HFC",8,0,NA,0,95,"3",NA
"3984","1","HFC",8,0,NA,0,95,"4",NA
"3985","1","HFC",8,0,NA,0,95,"5",NA
"3986","1","HFC",8,0,NA,0,95,"6",NA
"3987","1","HFC",8,0,NA,0,95,"7",NA
"3988","1","HFC",8,0,NA,0,95,"8",NA
"3989","1","HFC",8,0,NA,0,95,"9",NA
"3990","1","HFC",8,0,NA,0,95,"10",NA
"3991","1","HFC",8,0,NA,0,95,"11","X"
"3992","1","HFC",8,0,NA,0,95,"12",NA
"3993","1","HFC",8,0,NA,0,95,"13",NA
"3994","1","HFC",8,0,NA,0,95,"14",NA
"3995","1","HFC",8,0,NA,0,95,"15",NA
"3996","1","HFC",8,0,NA,0,95,"16",NA
"3997","1","HFC",8,0,NA,0,95,"17",NA
"3998","1","HFC",8,0,NA,0,95,"18",NA
"3999","1","HFC",8,0,NA,0,95,"19",NA
"4000","1","HFC",8,0,NA,0,95,"20",NA
"4001","1","HFC",9,0,NA,0,95,"1",NA
"4002","1","HFC",9,0,NA,0,95,"2",NA
"4003","1","HFC",9,0,NA,0,95,"3",NA
"4004","1","HFC",9,0,NA,0,95,"4",NA
"4005","1","HFC",9,0,NA,0,95,"5",NA
"4006","1","HFC",9,0,NA,0,95,"6",NA
"4007","1","HFC",9,0,NA,0,95,"7",NA
"4008","1","HFC",9,0,NA,0,95,"8",NA
"4009","1","HFC",9,0,NA,0,95,"9",NA
"4010","1","HFC",9,0,NA,0,95,"10",NA
"4011","1","HFC",9,0,NA,0,95,"11","X"
"4012","1","HFC",9,0,NA,0,95,"12",NA
"4013","1","HFC",9,0,NA,0,95,"13",NA
"4014","1","HFC",9,0,NA,0,95,"14",NA
"4015","1","HFC",9,0,NA,0,95,"15",NA
"4016","1","HFC",9,0,NA,0,95,"16",NA
"4017","1","HFC",9,0,NA,0,95,"17",NA
"4018","1","HFC",9,0,NA,0,95,"18",NA
"4019","1","HFC",9,0,NA,0,95,"19",NA
"4020","1","HFC",9,0,NA,0,95,"20",NA
"4021","1","HFC",10,55,1,55,95,"1",NA
"4022","1","HFC",10,55,1,55,95,"2","4"
"4023","1","HFC",10,55,1,55,95,"3","2"
"4024","1","HFC",10,55,1,55,95,"4",NA
"4025","1","HFC",10,55,1,55,95,"5","3"
"4026","1","HFC",10,55,1,55,95,"6",NA
"4027","1","HFC",10,55,1,55,95,"7","2"
"4028","1","HFC",10,55,1,55,95,"8","6"
"4029","1","HFC",10,55,1,55,95,"9","3"
"4030","1","HFC",10,55,1,55,95,"10",NA
"4031","1","HFC",10,55,1,55,95,"11","X"
"4032","1","HFC",10,55,1,55,95,"12","9"
"4033","1","HFC",10,55,1,55,95,"13","3"
"4034","1","HFC",10,55,1,55,95,"14","4"
"4035","1","HFC",10,55,1,55,95,"15","3"
"4036","1","HFC",10,55,1,55,95,"16","5"
"4037","1","HFC",10,55,1,55,95,"17",NA
"4038","1","HFC",10,55,1,55,95,"18","5"
"4039","1","HFC",10,55,1,55,95,"19",NA
"4040","1","HFC",10,55,1,55,95,"20","6"
"4041","1","HFC",11,28,1,83,95,"1",NA
"4042","1","HFC",11,28,1,83,95,"2",NA
"4043","1","HFC",11,28,1,83,95,"3",NA
"4044","1","HFC",11,28,1,83,95,"4","8"
"4045","1","HFC",11,28,1,83,95,"5",NA
"4046","1","HFC",11,28,1,83,95,"6","7"
"4047","1","HFC",11,28,1,83,95,"7",NA
"4048","1","HFC",11,28,1,83,95,"8",NA
"4049","1","HFC",11,28,1,83,95,"9","2"
"4050","1","HFC",11,28,1,83,95,"10","9"
"4051","1","HFC",11,28,1,83,95,"11","X"
"4052","1","HFC",11,28,1,83,95,"12",NA
"4053","1","HFC",11,28,1,83,95,"13",NA
"4054","1","HFC",11,28,1,83,95,"14",NA
"4055","1","HFC",11,28,1,83,95,"15",NA
"4056","1","HFC",11,28,1,83,95,"16",NA
"4057","1","HFC",11,28,1,83,95,"17","2"
"4058","1","HFC",11,28,1,83,95,"18",NA
"4059","1","HFC",11,28,1,83,95,"19",NA
"4060","1","HFC",11,28,1,83,95,"20",NA
"4061","1","HFC",12,3,1,86,95,"1","3"
"4062","1","HFC",12,3,1,86,95,"2",NA
"4063","1","HFC",12,3,1,86,95,"3",NA
"4064","1","HFC",12,3,1,86,95,"4",NA
"4065","1","HFC",12,3,1,86,95,"5",NA
"4066","1","HFC",12,3,1,86,95,"6",NA
"4067","1","HFC",12,3,1,86,95,"7",NA
"4068","1","HFC",12,3,1,86,95,"8",NA
"4069","1","HFC",12,3,1,86,95,"9",NA
"4070","1","HFC",12,3,1,86,95,"10",NA
"4071","1","HFC",12,3,1,86,95,"11","X"
"4072","1","HFC",12,3,1,86,95,"12",NA
"4073","1","HFC",12,3,1,86,95,"13",NA
"4074","1","HFC",12,3,1,86,95,"14",NA
"4075","1","HFC",12,3,1,86,95,"15",NA
"4076","1","HFC",12,3,1,86,95,"16",NA
"4077","1","HFC",12,3,1,86,95,"17",NA
"4078","1","HFC",12,3,1,86,95,"18",NA
"4079","1","HFC",12,3,1,86,95,"19",NA
"4080","1","HFC",12,3,1,86,95,"20",NA
"4081","1","HFC",13,11,1,97,95,"1",NA
"4082","1","HFC",13,11,1,97,95,"2",NA
"4083","1","HFC",13,11,1,97,95,"3",NA
"4084","1","HFC",13,11,1,97,95,"4",NA
"4085","1","HFC",13,11,1,97,95,"5",NA
"4086","1","HFC",13,11,1,97,95,"6",NA
"4087","1","HFC",13,11,1,97,95,"7",NA
"4088","1","HFC",13,11,1,97,95,"8",NA
"4089","1","HFC",13,11,1,97,95,"9",NA
"4090","1","HFC",13,11,1,97,95,"10",NA
"4091","1","HFC",13,11,1,97,95,"11","X"
"4092","1","HFC",13,11,1,97,95,"12",NA
"4093","1","HFC",13,11,1,97,95,"13",NA
"4094","1","HFC",13,11,1,97,95,"14",NA
"4095","1","HFC",13,11,1,97,95,"15",NA
"4096","1","HFC",13,11,1,97,95,"16",NA
"4097","1","HFC",13,11,1,97,95,"17",NA
"4098","1","HFC",13,11,1,97,95,"18",NA
"4099","1","HFC",13,11,1,97,95,"19","11"
"4100","1","HFC",13,11,1,97,95,"20",NA
"4101","1","HFC",13,31,2,128,95,"1",NA
"4102","1","HFC",13,31,2,128,95,"2",NA
"4103","1","HFC",13,31,2,128,95,"3",NA
"4104","1","HFC",13,31,2,128,95,"4",NA
"4105","1","HFC",13,31,2,128,95,"5",NA
"4106","1","HFC",13,31,2,128,95,"6",NA
"4107","1","HFC",13,31,2,128,95,"7","3"
"4108","1","HFC",13,31,2,128,95,"8",NA
"4109","1","HFC",13,31,2,128,95,"9",NA
"4110","1","HFC",13,31,2,128,95,"10",NA
"4111","1","HFC",13,31,2,128,95,"11","X"
"4112","1","HFC",13,31,2,128,95,"12","6"
"4113","1","HFC",13,31,2,128,95,"13",NA
"4114","1","HFC",13,31,2,128,95,"14","12"
"4115","1","HFC",13,31,2,128,95,"15",NA
"4116","1","HFC",13,31,2,128,95,"16","10"
"4117","1","HFC",13,31,2,128,95,"17",NA
"4118","1","HFC",13,31,2,128,95,"18",NA
"4119","1","HFC",13,31,2,128,95,"19",NA
"4120","1","HFC",13,31,2,128,95,"20",NA
"4121","1","HFC",14,140,2,268,95,"1","1"
"4122","1","HFC",14,140,2,268,95,"2","22"
"4123","1","HFC",14,140,2,268,95,"3","3"
"4124","1","HFC",14,140,2,268,95,"4","16"
"4125","1","HFC",14,140,2,268,95,"5","6"
"4126","1","HFC",14,140,2,268,95,"6","6"
"4127","1","HFC",14,140,2,268,95,"7",NA
"4128","1","HFC",14,140,2,268,95,"8","6"
"4129","1","HFC",14,140,2,268,95,"9","3"
"4130","1","HFC",14,140,2,268,95,"10","16"
"4131","1","HFC",14,140,2,268,95,"11","X"
"4132","1","HFC",14,140,2,268,95,"12",NA
"4133","1","HFC",14,140,2,268,95,"13","14"
"4134","1","HFC",14,140,2,268,95,"14",NA
"4135","1","HFC",14,140,2,268,95,"15","13"
"4136","1","HFC",14,140,2,268,95,"16",NA
"4137","1","HFC",14,140,2,268,95,"17","15"
"4138","1","HFC",14,140,2,268,95,"18","11"
"4139","1","HFC",14,140,2,268,95,"19",NA
"4140","1","HFC",14,140,2,268,95,"20","8"
"4141","1","HFC",15,28,2,296,95,"1","24"
"4142","1","HFC",15,28,2,296,95,"2",NA
"4143","1","HFC",15,28,2,296,95,"3",NA
"4144","1","HFC",15,28,2,296,95,"4",NA
"4145","1","HFC",15,28,2,296,95,"5","1"
"4146","1","HFC",15,28,2,296,95,"6",NA
"4147","1","HFC",15,28,2,296,95,"7",NA
"4148","1","HFC",15,28,2,296,95,"8",NA
"4149","1","HFC",15,28,2,296,95,"9",NA
"4150","1","HFC",15,28,2,296,95,"10","2"
"4151","1","HFC",15,28,2,296,95,"11","X"
"4152","1","HFC",15,28,2,296,95,"12",NA
"4153","1","HFC",15,28,2,296,95,"13",NA
"4154","1","HFC",15,28,2,296,95,"14",NA
"4155","1","HFC",15,28,2,296,95,"15","1"
"4156","1","HFC",15,28,2,296,95,"16",NA
"4157","1","HFC",15,28,2,296,95,"17",NA
"4158","1","HFC",15,28,2,296,95,"18",NA
"4159","1","HFC",15,28,2,296,95,"19",NA
"4160","1","HFC",15,28,2,296,95,"20",NA
"4161","1","HFC",16,6,2,302,95,"1",NA
"4162","1","HFC",16,6,2,302,95,"2",NA
"4163","1","HFC",16,6,2,302,95,"3",NA
"4164","1","HFC",16,6,2,302,95,"4",NA
"4165","1","HFC",16,6,2,302,95,"5",NA
"4166","1","HFC",16,6,2,302,95,"6",NA
"4167","1","HFC",16,6,2,302,95,"7",NA
"4168","1","HFC",16,6,2,302,95,"8",NA
"4169","1","HFC",16,6,2,302,95,"9",NA
"4170","1","HFC",16,6,2,302,95,"10",NA
"4171","1","HFC",16,6,2,302,95,"11","X"
"4172","1","HFC",16,6,2,302,95,"12",NA
"4173","1","HFC",16,6,2,302,95,"13",NA
"4174","1","HFC",16,6,2,302,95,"14",NA
"4175","1","HFC",16,6,2,302,95,"15",NA
"4176","1","HFC",16,6,2,302,95,"16",NA
"4177","1","HFC",16,6,2,302,95,"17",NA
"4178","1","HFC",16,6,2,302,95,"18",NA
"4179","1","HFC",16,6,2,302,95,"19","6"
"4180","1","HFC",16,6,2,302,95,"20",NA
"4181","1","HFC",16,16,3,318,95,"1",NA
"4182","1","HFC",16,16,3,318,95,"2",NA
"4183","1","HFC",16,16,3,318,95,"3",NA
"4184","1","HFC",16,16,3,318,95,"4",NA
"4185","1","HFC",16,16,3,318,95,"5",NA
"4186","1","HFC",16,16,3,318,95,"6",NA
"4187","1","HFC",16,16,3,318,95,"7","6"
"4188","1","HFC",16,16,3,318,95,"8",NA
"4189","1","HFC",16,16,3,318,95,"9",NA
"4190","1","HFC",16,16,3,318,95,"10",NA
"4191","1","HFC",16,16,3,318,95,"11","X"
"4192","1","HFC",16,16,3,318,95,"12","1"
"4193","1","HFC",16,16,3,318,95,"13",NA
"4194","1","HFC",16,16,3,318,95,"14","9"
"4195","1","HFC",16,16,3,318,95,"15",NA
"4196","1","HFC",16,16,3,318,95,"16",NA
"4197","1","HFC",16,16,3,318,95,"17",NA
"4198","1","HFC",16,16,3,318,95,"18",NA
"4199","1","HFC",16,16,3,318,95,"19",NA
"4200","1","HFC",16,16,3,318,95,"20",NA
"4201","1","HFC",17,75,3,393,95,"1",NA
"4202","1","HFC",17,75,3,393,95,"2","2"
"4203","1","HFC",17,75,3,393,95,"3","10"
"4204","1","HFC",17,75,3,393,95,"4","27"
"4205","1","HFC",17,75,3,393,95,"5","6"
"4206","1","HFC",17,75,3,393,95,"6","16"
"4207","1","HFC",17,75,3,393,95,"7",NA
"4208","1","HFC",17,75,3,393,95,"8","2"
"4209","1","HFC",17,75,3,393,95,"9","2"
"4210","1","HFC",17,75,3,393,95,"10",NA
"4211","1","HFC",17,75,3,393,95,"11","X"
"4212","1","HFC",17,75,3,393,95,"12","1"
"4213","1","HFC",17,75,3,393,95,"13",NA
"4214","1","HFC",17,75,3,393,95,"14",NA
"4215","1","HFC",17,75,3,393,95,"15","1"
"4216","1","HFC",17,75,3,393,95,"16",NA
"4217","1","HFC",17,75,3,393,95,"17","3"
"4218","1","HFC",17,75,3,393,95,"18","3"
"4219","1","HFC",17,75,3,393,95,"19",NA
"4220","1","HFC",17,75,3,393,95,"20","2"
"4221","1","HFC",18,42,3,435,95,"1","16"
"4222","1","HFC",18,42,3,435,95,"2",NA
"4223","1","HFC",18,42,3,435,95,"3",NA
"4224","1","HFC",18,42,3,435,95,"4",NA
"4225","1","HFC",18,42,3,435,95,"5",NA
"4226","1","HFC",18,42,3,435,95,"6",NA
"4227","1","HFC",18,42,3,435,95,"7",NA
"4228","1","HFC",18,42,3,435,95,"8",NA
"4229","1","HFC",18,42,3,435,95,"9",NA
"4230","1","HFC",18,42,3,435,95,"10","25"
"4231","1","HFC",18,42,3,435,95,"11","X"
"4232","1","HFC",18,42,3,435,95,"12",NA
"4233","1","HFC",18,42,3,435,95,"13",NA
"4234","1","HFC",18,42,3,435,95,"14",NA
"4235","1","HFC",18,42,3,435,95,"15",NA
"4236","1","HFC",18,42,3,435,95,"16",NA
"4237","1","HFC",18,42,3,435,95,"17",NA
"4238","1","HFC",18,42,3,435,95,"18",NA
"4239","1","HFC",18,42,3,435,95,"19",NA
"4240","1","HFC",18,42,3,435,95,"20","1"
"4241","1","HFC",19,54,4,489,95,"1",NA
"4242","1","HFC",19,54,4,489,95,"2",NA
"4243","1","HFC",19,54,4,489,95,"3",NA
"4244","1","HFC",19,54,4,489,95,"4",NA
"4245","1","HFC",19,54,4,489,95,"5",NA
"4246","1","HFC",19,54,4,489,95,"6",NA
"4247","1","HFC",19,54,4,489,95,"7",NA
"4248","1","HFC",19,54,4,489,95,"8",NA
"4249","1","HFC",19,54,4,489,95,"9",NA
"4250","1","HFC",19,54,4,489,95,"10",NA
"4251","1","HFC",19,54,4,489,95,"11","X"
"4252","1","HFC",19,54,4,489,95,"12","38"
"4253","1","HFC",19,54,4,489,95,"13",NA
"4254","1","HFC",19,54,4,489,95,"14",NA
"4255","1","HFC",19,54,4,489,95,"15",NA
"4256","1","HFC",19,54,4,489,95,"16",NA
"4257","1","HFC",19,54,4,489,95,"17",NA
"4258","1","HFC",19,54,4,489,95,"18",NA
"4259","1","HFC",19,54,4,489,95,"19","16"
"4260","1","HFC",19,54,4,489,95,"20",NA
"4261","1","HFC",20,51,3,540,95,"1",NA
"4262","1","HFC",20,51,3,540,95,"2",NA
"4263","1","HFC",20,51,3,540,95,"3",NA
"4264","1","HFC",20,51,3,540,95,"4",NA
"4265","1","HFC",20,51,3,540,95,"5",NA
"4266","1","HFC",20,51,3,540,95,"6",NA
"4267","1","HFC",20,51,3,540,95,"7",NA
"4268","1","HFC",20,51,3,540,95,"8",NA
"4269","1","HFC",20,51,3,540,95,"9",NA
"4270","1","HFC",20,51,3,540,95,"10",NA
"4271","1","HFC",20,51,3,540,95,"11","X"
"4272","1","HFC",20,51,3,540,95,"12",NA
"4273","1","HFC",20,51,3,540,95,"13","19"
"4274","1","HFC",20,51,3,540,95,"14",NA
"4275","1","HFC",20,51,3,540,95,"15",NA
"4276","1","HFC",20,51,3,540,95,"16","32"
"4277","1","HFC",20,51,3,540,95,"17",NA
"4278","1","HFC",20,51,3,540,95,"18",NA
"4279","1","HFC",20,51,3,540,95,"19",NA
"4280","1","HFC",20,51,3,540,95,"20",NA
"4281","1","HFC",20,320,4,860,95,"1",NA
"4282","1","HFC",20,320,4,860,95,"2","28"
"4283","1","HFC",20,320,4,860,95,"3","34"
"4284","1","HFC",20,320,4,860,95,"4",NA
"4285","1","HFC",20,320,4,860,95,"5","3"
"4286","1","HFC",20,320,4,860,95,"6","34"
"4287","1","HFC",20,320,4,860,95,"7","36"
"4288","1","HFC",20,320,4,860,95,"8","34"
"4289","1","HFC",20,320,4,860,95,"9","11"
"4290","1","HFC",20,320,4,860,95,"10",NA
"4291","1","HFC",20,320,4,860,95,"11","X"
"4292","1","HFC",20,320,4,860,95,"12",NA
"4293","1","HFC",20,320,4,860,95,"13",NA
"4294","1","HFC",20,320,4,860,95,"14","42"
"4295","1","HFC",20,320,4,860,95,"15","21"
"4296","1","HFC",20,320,4,860,95,"16",NA
"4297","1","HFC",20,320,4,860,95,"17","2"
"4298","1","HFC",20,320,4,860,95,"18","44"
"4299","1","HFC",20,320,4,860,95,"19",NA
"4300","1","HFC",20,320,4,860,95,"20","31"
"4301","1","HFC",21,137,4,997,95,"1","32"
"4302","1","HFC",21,137,4,997,95,"2",NA
"4303","1","HFC",21,137,4,997,95,"3",NA
"4304","1","HFC",21,137,4,997,95,"4","31"
